,index,genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,AudioSegments,SegDuration,SegConfidence,SegLoudnessStart,SegLoudnessMaxTime,SegLoudnessMax,SegLoudnessEnd,SegPitches0,SegPitches1,SegPitches2,SegPitches3,SegPitches4,SegPitches5,SegPitches6,SegPitches7,SegPitches8,SegPitches9,SegPitches10,SegPitches11,SegTimbre0,SegTimbre1,SegTimbre2,SegTimbre3,SegTimbre4,SegTimbre5,SegTimbre6,SegTimbre7,SegTimbre8,SegTimbre9,SegTimbre10,SegTimbre11
0,154380,Rock,Morgan Wallen,Happy Hour,2woGHWgrFfjXAgdUsitbqr,54,0.16,0.616,199840,0.836,0.0,G,0.0985,-4.2780000000000005,Major,0.0354,97.955,4/4,0.795,734.0,0.23129,0.917,-14.671,0.02685,-3.355,0.0,0.527,0.718,0.653,0.676,0.851,0.85,1.0,0.859,0.361,0.308,0.291,0.367,54.199,64.287,-3.145,-13.947,-16.138,-6.436,-40.353,2.947,-8.357,-1.499,4.901,-29.068
1,154398,Rock,Blackberry Smoke,One Horse Town,5Y36csDNfP9gRThyyveiBT,51,0.281,0.599,256147,0.7340000000000001,0.0,C,0.11900000000000001,-4.615,Major,0.0355,118.928,4/4,0.243,778.0,0.35973,0.165,-12.308,0.22754,-8.566,0.0,0.216,0.149,0.02,0.13,0.958,0.182,0.036,0.067,0.075,1.0,0.097,0.084,50.193,-9.332,-4.285,-31.956,17.356,-41.447,3.679,11.261,-19.436,4.626,1.775,7.221
2,223373,Rock,Queen,Innuendo - Remastered 2011,4bmak6Hd7NPwVrY26TjKNT,56,0.165,0.265,393027,0.7390000000000001,0.0053,C#,0.331,-5.542000000000001,Major,0.0479,148.376,4/4,0.22699999999999998,1269.0,0.3829,0.46,-11.701,0.02095,-6.369,0.0,0.148,0.099,0.072,0.237,0.08,0.161,0.242,0.306,1.0,0.217,0.153,0.091,51.57,1.643,-14.198,-27.329,-8.177,-38.92,-8.027,-16.697,16.246,12.36,3.733,-22.369
3,154389,Rock,Dierks Bentley,The Mountain,0vF1odB4L0mw7GzbAehrBR,54,0.0253,0.47100000000000003,284440,0.8390000000000001,4.31e-05,A#,0.36700000000000005,-5.455,Minor,0.0762,147.98,4/4,0.585,808.0,0.20118,0.748,-18.227,0.02228,-8.191,0.0,0.668,0.451,0.544,0.451,0.149,0.248,0.195,0.595,1.0,0.415,0.216,0.217,45.361,-30.926,-69.539,19.508,-14.008,-36.232,8.672,-29.146,-1.714,23.469,16.993,-7.049
4,166574,Rock,U2,I Still Haven't Found What I'm Looking For,6wpGqhRvJGNNXwWlPmkMyO,76,0.0157,0.5660000000000001,277477,0.7829999999999999,0.003,C#,0.0806,-9.412,Major,0.0363,100.86399999999999,4/4,0.5870000000000001,1352.0,0.12776,0.353,-31.288,0.03778,-27.504,0.0,1.0,0.512,0.051,0.04,0.032,0.067,0.156,0.075,0.509,0.327,0.776,0.222,30.765,11.111,27.395,2.344,7.294,-33.576,26.559,-6.329,27.683,8.018,-4.341,-11.71
5,222769,Rock,KISS,Beth,1cPXOzyeZauSAsT1yy7aBp,62,0.872,0.40700000000000003,165667,0.217,0.00147,C,0.17800000000000002,-13.548,Major,0.0343,115.506,4/4,0.282,481.0,0.32063,0.247,-18.042,0.17539,-13.278,0.0,0.613,0.332,1.0,0.422,0.195,0.663,0.149,0.581,0.115,0.105,0.074,0.088,44.494,42.566,70.897,-27.463,29.642,-27.088,-18.234,-8.238,-2.566,0.69,-5.224,-4.534
6,223926,Rock,The Beatles,I Feel Fine - Remastered 2015,5hhF25sWnZvXhimOHLjTRE,63,0.0904,0.564,139347,0.8270000000000001,3.73e-06,G,0.127,-7.0889999999999995,Major,0.0283,89.84700000000001,4/4,0.912,481.0,0.1907,0.608,-15.567,0.00642,-8.25,0.0,0.053,0.145,0.14,0.055,0.081,0.072,0.221,0.317,0.634,1.0,0.524,0.098,46.422,113.683,-34.871,21.591,9.453,-81.703,-6.823,41.259,8.076,-18.033,-9.359,-2.972
7,166718,Rock,Joan Jett & The Blackhearts,I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,71,0.326,0.535,175173,0.716,0.0,E,0.659,-5.025,Major,0.0431,94.37899999999999,4/4,0.9009999999999999,546.0,0.39946,1.0,-25.295,0.10382,-3.382,0.0,0.462,0.242,0.173,0.335,0.419,0.539,0.827,0.632,0.665,0.675,0.588,1.0,47.059,30.101,83.718,-87.483,24.327,25.86,17.94,27.016,15.623,6.445,7.47,-8.594
8,155064,Rock,Fleetwood Mac,The Chain - Live 1997; 2018 Remaster,0gvgO9wprV1bxtBh7QOwsE,56,0.008,0.555,269813,0.607,0.0054,A,0.0968,-9.402999999999999,Major,0.0439,151.886,4/4,0.526,972.0,0.15079,0.041,-7.153,0.04651,-5.88,0.0,0.408,0.656,0.633,0.646,1.0,0.813,0.443,0.319,0.104,0.063,0.042,0.644,53.457,127.733,59.456,-0.709,-26.476,-30.546,16.738,16.813,-1.892,-4.824,-10.593,11.902
9,156433,Rock,Dashboard Confessional,Stolen,1fZhHANKVFNZ9W8iSh76gF,48,0.00223,0.632,199107,0.821,3.22e-06,D#,0.0501,-3.9739999999999998,Major,0.0281,101.589,4/4,0.366,561.0,0.59206,0.415,-7.645,0.0135,-1.671,0.0,0.137,0.09,0.161,0.182,0.084,0.257,0.124,0.161,1.0,0.133,0.07,0.09,56.771,78.556,30.084,-22.734,24.262,-49.151,16.742,-0.47,-8.98,7.042,-6.737,-7.514
10,153999,Rock,Bring Me The Horizon,What You Need,0xZ2RmwcaiP0tvAll1Ndh5,60,1.3699999999999998e-05,0.511,252400,0.9520000000000001,0.00201,C#,0.135,-4.243,Minor,0.0754,147.999,4/4,0.557,947.0,0.1112,0.216,-36.129,0.01519,-31.94,0.0,0.275,0.291,0.34,0.51,0.327,0.27,0.344,0.797,1.0,0.369,0.166,0.295,27.083,-88.048,76.795,-6.605,29.275,-31.152,-7.889,3.437,-12.775,-13.62,16.864,10.462
11,154931,Rock,Elle King,Shame,61eWyvx6fZ5xCG3mZpU858,52,0.0205,0.6559999999999999,159268,0.935,0.00075,B,0.0731,-2.476,Major,0.0461,120.01100000000001,4/4,0.9159999999999999,586.0,0.49175,0.698,-8.646,0.05703,-0.66,0.0,0.388,1.0,0.363,0.463,0.609,0.608,0.854,0.344,0.275,0.283,0.41,0.211,56.017,30.208,37.538,-2.365,37.938,-11.952,23.45,-1.86,-0.99,21.807,-9.31,10.345
12,222376,Rock,The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,4fUKE8EULjQdHF4zb0M8FO,67,0.0857,0.451,122893,0.6729999999999999,0.00225,G,0.797,-9.115,Major,0.0734,95.51299999999999,4/4,0.583,401.0,0.12671,0.519,-14.322,0.01846,-7.692,0.0,0.306,0.521,0.224,0.233,0.457,0.438,0.854,0.865,0.979,1.0,0.449,0.191,49.661,48.333,16.928,24.363,-47.64,-19.024,7.793,10.887,-29.491,-0.971,-19.06,-3.95
13,154284,Rock,Chris Young,Voices,5pemEFax3jfocz4FGHa3UC,54,0.38,0.552,186107,0.7879999999999999,0.0,C,0.15,-4.112,Major,0.0525,76.528,4/4,0.6409999999999999,528.0,0.24971,0.294,-4.83,0.05688,-1.872,0.0,1.0,0.406,0.297,0.132,0.193,0.171,0.083,0.853,0.258,0.147,0.138,0.299,55.458,12.433,50.831,25.132,56.272,-35.066,16.552,16.753,28.706,2.118,-15.75,8.82
14,154848,Rock,Randy Houser,Like a Cowboy,2eQQ7YHhROyqSPiMrTOuum,56,0.254,0.511,262133,0.687,2.49e-06,C#,0.10800000000000001,-4.328,Major,0.0326,139.995,4/4,0.172,727.0,0.22095,0.018,-11.216,0.0565,-8.723,0.0,0.351,1.0,0.189,0.06,0.042,0.053,0.039,0.051,0.078,0.023,0.055,0.046,49.42,-14.064,80.123,30.07,-19.502,-27.561,47.888,2.281,-21.01,-3.917,-17.243,8.169
15,154600,Rock,George Jones,The Race Is On,1q0SkvboXCdVQauHBzVr9z,57,0.723,0.578,129373,0.56,1.6800000000000002e-05,A,0.11900000000000001,-11.873,Major,0.0398,85.541,3/4,0.875,473.0,0.19166,0.481,-17.391,0.02271,-12.278,0.0,0.281,0.096,0.891,0.344,1.0,0.704,0.658,0.458,0.527,0.095,0.11,0.653,45.693,9.776,11.589,-3.99,30.739,-30.734,-5.74,-10.698,2.612,2.436,9.729,11.787
16,224760,Rock,Imagine Dragons,Release,3ubpkIvw8SDchaRPEKIQPS,55,0.86,0.379,148200,0.396,1.21e-05,D,0.11800000000000001,-11.247,Minor,0.0292,138.36,5/4,0.40700000000000003,521.0,0.39057,0.91,-16.331,0.03739,-5.623,0.0,1.0,0.269,0.708,0.428,0.296,0.658,0.402,0.895,0.392,0.285,0.225,0.29,51.082,-6.797,-6.56,9.518,10.99,5.364,-22.29,-10.855,-18.386,-15.313,-15.024,32.378
17,155114,Rock,Florida Georgia Line,Smile,0bPiq3JmsZErLIkhVqajp9,53,0.00628,0.5589999999999999,169867,0.875,1.02e-06,A,0.0446,-2.927,Minor,0.0334,130.001,4/4,0.963,581.0,0.23238,0.943,-18.914,0.04061,-6.255,0.0,0.034,0.077,0.16,0.07,0.261,0.04,0.07,1.0,0.115,0.547,0.079,0.158,51.753,75.217,54.007,2.759,21.862,-10.979,-50.64,5.781,-34.547,-15.531,5.639,-19.928
18,154144,Rock,Cody Johnson,Where Cowboys Are King,3hheOcd8O9orTRsdzFYY4e,55,0.0272,0.603,184173,0.83,3.95e-06,G,0.33899999999999997,-4.013,Major,0.0282,107.961,4/4,0.7020000000000001,616.0,0.53896,0.253,-7.159,0.00711,-2.231,0.0,0.276,0.263,1.0,0.248,0.138,0.094,0.368,0.12,0.085,0.233,0.189,0.91,55.638,-19.44,58.977,-7.302,25.865,-63.676,28.826,9.686,1.887,11.736,-8.112,-19.984
19,155220,Rock,Genesis,In Too Deep - 2007 Remastered Version,4P0uyibZjcXZLVeNOHBd8Q,47,0.534,0.669,298093,0.435,9.51e-06,G#,0.0879,-9.646,Major,0.0244,103.54799999999999,4/4,0.302,1043.0,0.28544,0.648,-15.574,0.02458,-7.519,0.0,0.385,0.036,0.033,0.253,0.038,0.044,0.037,0.223,1.0,0.13,0.312,0.048,47.992,96.724,-53.146,29.077,20.423,-11.933,-35.795,-73.585,23.097,8.985,-15.349,2.17
20,153348,Rock,Fleetwood Mac,Go Your Own Way,15rjQH7nTcTomKwfVMd4xl,54,0.0219,0.597,218400,0.812,0.00106,F,0.102,-12.062000000000001,Major,0.0315,135.68,4/4,0.823,831.0,0.23333,0.623,-20.742,0.07849,-14.556,0.0,0.945,0.689,0.53,0.627,0.441,1.0,0.771,0.285,0.151,0.464,0.247,0.307,41.895,81.443,-5.474,-59.735,-1.616,-15.8,-12.883,28.745,-2.893,-19.681,-5.743,-0.185
21,224354,Rock,Lita Ford,Close My Eyes Forever,43thLwzSasUUZEYjYPeJh3,59,0.31,0.47600000000000003,283133,0.331,2.82e-06,F,0.172,-14.884,Major,0.0305,130.57399999999998,4/4,0.24,891.0,0.2727,0.929,-21.327,0.05651,-9.27,0.0,0.107,0.072,0.163,0.099,0.069,0.338,0.198,0.056,0.107,0.623,1.0,0.396,47.638,16.033,60.409,17.429,31.545,8.613,15.186,0.918,11.526,-2.476,7.046,-8.354
22,153941,Rock,Autograph,Turn up the Radio,7u0b4DthVvd2F2EzCiOx0Z,52,0.0375,0.629,278507,0.79,0.00033999999999999997,D,0.13,-13.495999999999999,Major,0.0429,110.295,4/4,0.428,923.0,0.30172,0.265,-17.392,0.13288,-13.693,0.0,0.781,0.953,0.607,0.709,0.999,0.44,0.246,0.484,0.662,0.493,0.687,1.0,44.973,76.288,32.243,-16.472,18.837,-21.045,-9.241,-11.884,-28.952,13.543,-3.881,31.507
23,154834,Rock,We Came As Romans,Cold Like War,6cj5php3EIGptbujJOIy4m,56,0.000148,0.456,226196,0.968,0.0011099999999999999,F,0.184,-3.63,Minor,0.0902,150.002,4/4,0.499,876.0,0.24993,0.57,-6.011,0.06171,-0.115,0.0,1.0,0.631,0.067,0.121,0.14,0.201,0.07,0.074,0.123,0.118,0.052,0.232,56.971,73.075,38.186,-13.327,13.828,-20.009,25.124,0.97,20.791,-2.16,1.066,2.834
24,153566,Rock,Frankie Ballard,You'll Accomp'ny Me,61jWRBNxdM3sO5oKLwZV9y,56,0.0248,0.598,240413,0.753,0.0,G,0.41,-5.605,Major,0.0319,107.97,4/4,0.688,795.0,0.47102,0.816,-16.34,0.09316,-6.007,0.0,0.498,0.627,1.0,0.469,0.489,0.591,0.624,0.603,0.589,0.609,0.316,0.423,45.643,25.436,13.646,-1.875,22.575,-3.162,6.18,13.983,-18.367,-42.059,-20.028,-27.645
25,166925,Rock,The Rolling Stones,Wild Horses - Remastered,52dm9op3rbfAkc1LGXgipW,71,0.669,0.371,341773,0.40399999999999997,0.004529999999999999,G,0.0805,-6.452000000000001,Major,0.0255,74.38600000000001,4/4,0.153,911.0,0.14544,0.826,-21.871,0.06065,-11.456,0.0,0.166,0.417,0.586,0.164,0.355,0.221,1.0,0.422,0.173,0.944,0.17,0.226,46.338,-13.605,9.687,-31.816,3.883,-7.916,-29.419,-20.416,-4.491,21.241,1.53,-26.438
26,155021,Rock,Black Sabbath,Lord of This World - Remastered Version,3EUJS9hmoZPYCFuUctnfCz,47,0.0322,0.39899999999999997,325028,0.56,0.00141,C#,0.111,-12.700999999999999,Major,0.0525,134.359,4/4,0.654,1098.0,0.35914,0.203,-18.108,0.20387,-14.089,0.0,0.197,1.0,0.17,0.118,0.145,0.188,0.143,0.063,0.128,0.098,0.106,0.151,43.969,47.544,-34.677,-36.462,-4.544,-33.44,-27.999,-18.877,43.472,25.786,1.019,-10.812
27,224229,Rock,Fleetwood Mac,Songbird - 2004 Remaster,6DrXZwTuhl5Ow4mcmSWjME,55,0.982,0.389,200813,0.0851,0.00187,F,0.10099999999999999,-15.477,Major,0.0346,184.298,4/4,0.364,525.0,0.33973,0.249,-36.161,0.07508,-33.25,0.0,0.58,0.347,0.152,0.035,0.03,0.474,1.0,0.596,0.11,0.075,0.452,0.239,24.675,-95.901,5.009,-27.596,-5.571,-33.701,12.898,8.573,-18.067,-10.261,-1.685,4.135
28,155964,Rock,Flogging Molly,Devil's Dance Floor,2DPrCpQlpwWGJSPJJtLTyY,58,0.0365,0.47100000000000003,239653,0.9209999999999999,0.000439,G,0.0459,-6.337999999999999,Major,0.0547,144.697,4/4,0.873,1047.0,0.2673,0.416,-6.343,0.07658,-1.993,0.0,0.3,0.335,0.436,0.313,0.311,0.215,0.654,1.0,0.277,0.212,0.463,0.561,55.613,57.568,36.48,-16.855,-5.139,-14.628,-14.318,3.313,6.637,4.342,-19.72,-11.59
29,223691,Rock,Imagine Dragons,Polaroid,6Ng999MKVY9ikd8FtGaNnz,58,0.514,0.424,230013,0.603,1.84e-06,C#,0.23800000000000002,-6.832000000000001,Major,0.0495,155.319,4/4,0.258,767.0,0.16041,0.031,-12.903,0.0199,-8.048,0.0,0.347,0.842,0.391,0.163,0.482,1.0,0.869,0.35,0.126,0.156,0.268,0.11,50.145,32.17,-8.272,-7.894,-19.865,-21.701,-21.635,-25.084,-10.377,4.176,-10.039,8.785
30,222770,Rock,Queen,Stone Cold Crazy - Remastered 2011,1v870eS7JuHSeBNBFsVz3b,58,0.0237,0.425,133813,0.9279999999999999,0.0042899999999999995,G,0.0908,-6.531000000000001,Major,0.0853,120.421,4/4,0.46399999999999997,547.0,0.12095,0.281,-24.595,0.00543,-14.282,0.0,0.49,0.646,0.516,0.333,0.183,0.183,0.222,0.801,0.959,0.599,1.0,0.452,37.614,116.952,-30.769,46.459,4.464,-96.392,-41.45,-31.827,-19.667,26.562,-23.734,17.28
31,156082,Rock,Queen,Dragon Attack - Remastered 2011,75pjAkMaZbAiDOaLCJJmW6,47,0.161,0.6990000000000001,258773,0.845,0.0037,C,0.301,-5.398,Major,0.149,88.176,4/4,0.58,1036.0,0.16145,0.68,-9.242,0.02261,-1.76,0.0,1.0,0.537,0.474,0.376,0.246,0.31,0.171,0.399,0.304,0.207,0.348,0.175,55.966,37.128,33.024,6.106,20.115,-29.03,-30.082,5.201,-8.23,-12.063,8.207,-13.112
32,226017,Rock,Creedence Clearwater Revival,I Put A Spell On You,4SDywo3ykB2PEthjXvo1UP,60,0.00471,0.391,271787,0.732,0.121,E,0.0979,-8.187999999999999,Minor,0.0295,100.354,4/4,0.622,867.0,0.30172,0.838,-16.67,0.05637,-7.563,0.0,0.295,0.153,0.252,0.369,0.166,0.139,0.349,0.071,0.073,0.134,0.277,1.0,49.649,87.592,-2.573,-2.21,0.047,-15.314,-3.25,21.025,-27.181,11.726,-0.191,-5.602
33,154806,Rock,Queen,Sleeping On The Sidewalk - Remastered 2011,6T4mvqvMIwa0S6EH84QAAJ,48,0.484,0.615,186080,0.77,0.000168,E,0.325,-7.6739999999999995,Major,0.0274,129.734,4/4,0.645,637.0,0.30694,0.504,-15.895,0.02365,-10.672,0.0,0.245,0.312,0.17,0.138,0.492,0.384,0.253,0.286,0.556,1.0,0.765,0.428,47.287,-26.073,-7.003,-16.482,7.332,-31.614,0.455,13.983,12.886,-10.599,3.571,-4.19
34,153343,Rock,The Beatles,The Fool On The Hill - Remastered 2009,6rHh8urosEFRI67xVa6fzU,57,0.9129999999999999,0.35600000000000004,179107,0.26,2.1000000000000002e-06,E,0.105,-10.577,Minor,0.0314,144.184,4/4,0.49,577.0,0.22639,0.284,-10.075,0.08253,-6.064,0.0,0.04,0.046,0.059,0.018,1.0,0.189,0.019,0.445,0.127,0.178,0.044,0.09,52.151,74.957,167.577,48.011,48.463,-16.63,70.064,33.933,-40.795,-40.543,-2.189,9.359
35,154411,Rock,This Will Destroy You,Kitchen,4oW5aCSirJUGWZfxPeHsNY,54,0.929,0.18899999999999997,390328,0.195,0.807,C#,0.0798,-19.454,Major,0.0335,126.86200000000001,4/4,0.0389,1085.0,0.25447,0.143,-21.794,0.05308,-17.629,0.0,0.971,1.0,0.071,0.235,0.033,0.403,0.056,0.048,0.302,0.025,0.025,0.027,39.87,-108.491,21.346,-20.957,-11.862,-18.56,-34.658,3.236,-29.395,-24.025,-13.89,-7.341
36,154337,Rock,Big & Rich,Fake ID (feat. Gretchen Wilson),6dFcL5hsy8dy0RCFx7f5FD,53,0.0614,0.6629999999999999,203280,0.956,0.0,C,0.233,-2.322,Major,0.0395,129.983,4/4,0.73,673.0,0.23179,0.351,-7.762,0.00787,-1.556,0.0,1.0,0.379,0.182,0.211,0.203,0.197,0.079,0.397,0.35,0.107,0.06,0.544,55.062,78.652,16.156,6.389,-29.036,-52.599,-4.242,-6.742,-8.302,10.284,-13.916,-6.709
37,223952,Rock,Bring Me The Horizon,Doomed,3lPn81PFyKvXiyHhlkwkQ4,65,0.0015199999999999999,0.271,274133,0.903,1.4999999999999999e-05,F#,0.18899999999999997,-4.516,Minor,0.13699999999999998,147.159,4/4,0.22,887.0,0.25048,0.07,-4.356,0.02223,-1.989,0.0,0.071,0.142,0.047,0.319,1.0,0.16,0.08,0.067,0.119,0.075,0.1,0.267,56.888,53.431,24.076,-12.78,14.343,-44.247,15.206,17.641,-6.554,4.328,-5.191,0.868
38,226409,Rock,Green Day,Know Your Enemy,5qtwzv99vOr5UTwnTixn7j,61,0.0016,0.56,190987,0.958,4.96e-05,B,0.0643,-3.245,Major,0.0412,129.984,4/4,0.961,685.0,0.22753,1.0,-32.624,0.01297,-1.923,0.0,0.13,0.107,0.189,0.237,0.056,0.12,0.086,0.23,1.0,0.407,0.212,0.136,51.081,71.136,-77.234,36.976,16.898,-49.844,-54.96,-8.766,-12.201,16.115,-18.279,23.11
39,223004,Rock,Imagine Dragons,Shots,64MmobYNviePoiaINMrbMn,59,0.00713,0.552,232333,0.76,0.0113,B,0.313,-6.861000000000001,Minor,0.0367,104.95700000000001,4/4,0.33799999999999997,959.0,0.31333,0.105,-11.862,0.04234,-9.684,0.0,0.12,0.438,1.0,0.159,0.044,0.062,0.463,0.031,0.079,0.653,0.079,0.356,47.673,-57.292,91.489,59.963,60.654,-36.697,32.98,16.087,1.888,10.64,-20.807,3.879
40,224424,Rock,Led Zeppelin,The Ocean - Remastered,0AqjkVFqa1ujle4Lb1k9wR,55,0.08,0.401,271397,0.56,0.0121,A,0.361,-8.7,Major,0.0612,88.256,4/4,0.735,865.0,0.1219,0.51,-12.499,0.03864,-7.176,0.0,0.894,1.0,0.169,0.138,0.493,0.382,0.244,0.238,0.529,0.432,0.628,0.12,51.715,78.645,46.619,-14.864,-39.458,-15.773,22.418,6.774,-48.107,4.94,-2.474,-1.32
41,166733,Rock,Quiet Riot,Cum on Feel the Noize,6FBmHx1FuaSnTnnnaThgbF,70,0.000183,0.441,287400,0.9079999999999999,0.00328,B,0.0612,-4.627,Minor,0.115,145.439,4/4,0.632,972.0,0.44531,0.521,-7.834,0.08206,-2.607,0.0,0.263,0.234,0.48,1.0,0.965,0.663,0.546,0.636,0.337,0.286,0.533,0.425,52.239,97.575,-19.173,-2.097,-19.806,-6.879,-55.14,11.659,-4.884,-2.932,-33.287,-7.972
42,154183,Rock,blink-182,The Party Song,2Q3FJOefslKB30ubrYiRjK,57,0.10300000000000001,0.34299999999999997,139200,0.94,0.0,B,0.376,-4.0680000000000005,Major,0.156,117.714,4/4,0.888,575.0,0.15605,0.992,-17.316,0.05619,-2.14,0.0,1.0,0.859,0.272,0.438,0.455,0.332,0.473,0.348,0.34,0.326,0.47,0.816,53.661,28.445,17.34,-27.547,13.935,34.509,-11.279,12.392,0.002,-1.421,6.785,-39.988
43,222521,Rock,Metallica,Fade To Black (Remastered),0dqGfCMAGyDgpUAgLNOjWd,62,0.00325,0.257,417227,0.929,0.209,G,0.11,-6.676,Major,0.113,113.69,4/4,0.28800000000000003,1149.0,0.15655,0.453,-7.868,0.01974,-2.698,0.0,1.0,0.817,0.458,0.296,0.507,0.652,0.261,0.919,0.414,0.383,0.332,0.229,54.341,158.92,-22.407,-10.567,-4.826,-43.294,-21.91,17.669,-34.147,1.091,3.521,4.202
44,225142,Rock,Led Zeppelin,No Quarter - Remastered,55ZL7fjGAWfClmpnsK6Xon,57,0.7240000000000001,0.336,422680,0.33899999999999997,0.608,B,0.126,-14.237,Major,0.0397,139.869,4/4,0.0768,1563.0,0.32594,0.599,-41.991,0.05011,-35.033,0.0,0.188,1.0,0.312,0.026,0.025,0.055,0.343,0.051,0.262,0.034,0.017,0.18,22.211,-177.248,6.131,-37.568,90.977,-26.831,22.023,14.141,-28.885,4.665,-7.249,-13.221
45,225088,Rock,Pink Floyd,High Hopes,5a4MgIUSf9K8wXLSm6xPEx,60,0.20199999999999999,0.52,510965,0.41100000000000003,0.153,C,0.35100000000000003,-12.536,Minor,0.025,75.235,4/4,0.28,1303.0,0.27356,0.625,-19.498,0.04245,-12.825,0.0,0.664,0.437,0.594,0.62,0.201,0.177,0.161,0.499,0.098,0.123,0.194,1.0,44.611,33.195,31.303,6.465,-3.19,-33.933,26.776,10.327,1.702,10.177,5.077,21.251
46,225752,Rock,Hootie & The Blowfish,I Go Blind,43tfGzIfyxAJ0kS5ZTpSHT,55,0.22399999999999998,0.621,194573,0.7859999999999999,0.0,C,0.151,-6.9479999999999995,Major,0.0291,121.835,4/4,0.836,618.0,0.26163,0.026,-9.32,0.02741,-7.451,0.0,0.065,0.045,0.135,0.4,0.029,0.042,0.143,0.028,0.038,0.1,0.186,1.0,50.953,59.431,75.716,12.572,57.064,-29.894,-66.937,-37.677,-32.056,-3.278,-4.196,-18.471
47,154418,Rock,Jake Owen,Alone With You,2Xdatbm43IXEVi0wmKeJve,54,0.221,0.6459999999999999,210973,0.7609999999999999,0.0,G,0.109,-3.991,Major,0.0267,108.999,4/4,0.336,617.0,0.10549,0.831,-18.013,0.06832,-9.499,0.0,0.188,0.342,0.183,0.169,0.327,0.562,1.0,0.83,0.426,0.424,0.321,0.215,48.959,-56.426,12.48,-52.27,37.264,-2.064,27.379,-21.91,-48.315,40.029,12.13,1.122
48,154024,Rock,Fit For A King,The Price of Agony,1ZpKyES3kDQwqamuPMmUqu,60,3.58e-06,0.349,287999,0.95,1.13e-05,C#,0.0716,-4.351,Minor,0.102,187.955,4/4,0.401,1062.0,0.19646,0.582,-9.081,0.05646,-2.044,0.0,0.337,0.576,0.888,0.947,0.548,0.205,0.495,0.598,0.958,1.0,0.422,0.227,53.515,87.282,12.936,-24.131,-0.258,-11.754,8.078,-13.405,-0.458,7.722,-31.102,-7.62
49,225979,Rock,Pink Floyd,Don't Leave Me Now,3QEWEv1tvHmVgsT5THpGDn,55,0.0847,0.302,255934,0.111,0.777,A,0.621,-19.78,Minor,0.0349,123.021,3/4,0.0393,631.0,0.45986,0.35,-39.329,0.08925,-36.096,0.0,0.137,0.008,0.007,0.006,0.003,0.062,0.005,0.016,0.056,0.118,1.0,0.16,22.681,-204.841,-79.493,-59.046,39.311,-46.793,39.009,18.978,-28.838,-5.427,-6.926,-14.878
50,154984,Rock,Morgan Wallen,Redneck Love Song,6mcuK40HmzARZP56q9HE40,53,0.397,0.75,189973,0.835,0.0,F,0.0414,-4.848,Major,0.0311,140.029,4/4,0.924,642.0,0.23229,0.63,-11.185,0.03023,-4.449,0.0,1.0,0.301,0.219,0.582,0.316,0.227,0.035,0.188,0.046,0.093,0.066,0.566,53.755,-17.175,36.34,-14.488,16.248,-10.48,16.138,-51.087,-19.661,14.329,1.429,-15.622
51,154598,Rock,Triumph,Lay It on the Line,4QwcuKjGjtl5fZe7kDdULV,51,0.00672,0.228,246027,0.872,0.0,A,0.242,-5.479,Minor,0.0648,91.72399999999999,4/4,0.278,805.0,0.10508,0.511,-12.902,0.02444,-4.535,0.0,1.0,0.75,0.108,0.075,0.198,0.197,0.378,0.371,0.672,0.674,0.951,0.096,50.177,30.075,-22.395,17.742,-1.867,-27.748,-3.62,-24.533,-8.867,15.689,18.298,-17.556
52,166066,Rock,Imagine Dragons,Bad Liar,2RSHsoi04658QL5xgQVov3,90,0.0722,0.38299999999999995,260773,0.637,0.0,D#,0.368,-6.992999999999999,Major,0.0703,177.91299999999998,4/4,0.0827,852.0,0.68363,0.813,-12.779,0.04916,-1.825,0.0,0.198,0.058,0.074,0.807,0.131,1.0,0.149,0.136,0.141,0.175,0.376,0.157,49.538,13.654,0.639,20.888,24.442,31.97,-12.111,-2.975,-3.663,-39.565,-55.652,0.53
53,153087,Rock,Pink Floyd,Waiting for the Worms,2DVkYfl2YuOMlRfC98srEG,54,0.578,0.568,237098,0.413,0.00589,G,0.535,-13.594000000000001,Major,0.0298,75.866,4/4,0.667,720.0,0.34862,0.662,-18.689,0.0605,-11.54,0.0,0.232,0.092,0.048,0.075,0.604,0.317,0.046,0.051,0.123,1.0,0.206,0.252,45.417,46.894,38.01,-33.372,41.564,-5.452,3.582,0.413,7.131,7.481,-7.761,13.469
54,155259,Rock,Metallica,Eye of the Beholder (Remastered),1WnEyhN7Gdu23DQvUZkQy8,50,0.0032700000000000003,0.639,385987,0.838,0.0071400000000000005,B,0.0834,-8.179,Minor,0.0453,122.179,4/4,0.588,1559.0,0.4473,0.69,-12.758,0.01254,-4.281,0.0,0.275,0.362,0.415,0.544,0.249,0.33,0.679,0.684,1.0,0.693,0.637,0.38,50.865,130.241,-52.131,5.515,-18.513,-60.484,-32.376,-1.96,-15.758,-10.651,6.072,1.99
